🏎  Subscribers — Cleaned & Transformed,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
SUB0168,2023-11-02 00:00:00,2023-11,Pit Lane,9.99,UAE,32,25-34,Social Media,No,,Not Churned,14,13,139.86,4,Detractor,No
SUB0169,2024-03-05 00:00:00,2024-03,Pit Lane,9.99,USA,27,25-34,Organic,No,,Not Churned,9.9,9,98.9,7,Passive,No
SUB0170,2024-09-09 00:00:00,2024-09,Pit Lane,9.99,Europe,33,25-34,Social Media,No,,Not Churned,3.7,2,36.96,8,Passive,No
SUB0171,2023-10-07 00:00:00,2023-10,Podium,19.99,USA,29,25-34,Paid Ad,No,,Not Churned,14.8,14,295.85,8,Passive,Yes
SUB0172,2023-12-11 00:00:00,2023-12,Pit Lane,9.99,USA,35,35-44,Paid Ad,No,,Not Churned,12.7,11,126.87,5,Detractor,No
SUB0173,2023-06-19 00:00:00,2023-06,Pit Lane,9.99,USA,18,18-24,Paid Ad,No,,Not Churned,18.4,17,183.82,5,Detractor,No
SUB0174,2024-09-29 00:00:00,2024-09,Pit Lane,9.99,USA,23,18-24,Paid Ad,No,,Not Churned,3.1,2,30.97,10,Promoter,No
SUB0175,2024-08-29 00:00:00,2024-08,Podium,19.99,Middle East,35,35-44,Organic,No,,Not Churned,4.1,3,81.96,4,Detractor,Yes
SUB0176,2024-10-20 00:00:00,2024-10,Pit Lane,9.99,USA,40,35-44,Organic,No,,Not Churned,2.4,1,23.98,5,Detractor,No
SUB0177,2023-07-06 00:00:00,2023-07,Pit Lane,9.99,UAE,46,45-54,Organic,Yes,2024-08-27 00:00:00,Found Alternative,13.7,12,136.86,6,Detractor,No
SUB0178,2023-08-05 00:00:00,2023-08,Pit Lane,9.99,Europe,36,35-44,Social Media,No,,Not Churned,16.9,16,168.83,8,Passive,No
SUB0179,2024-01-24 00:00:00,2024-01,Pit Lane,9.99,USA,20,18-24,Referral,Yes,2024-09-25 00:00:00,Found Alternative,8,7,79.92,6,Detractor,No
SUB0180,2023-03-25 00:00:00,2023-03,Podium,19.99,Asia,35,35-44,Organic,No,,Not Churned,21.3,20,425.79,9,Promoter,No
SUB0181,2023-02-23 00:00:00,2023-02,Podium,19.99,Asia,18,18-24,Paid Ad,No,,Not Churned,22.2,21,443.78,7,Passive,No
SUB0182,2024-10-27 00:00:00,2024-10,Paddock Club,39.99,Middle East,34,25-34,Paid Ad,Yes,2024-11-28 00:00:00,Too Expensive,1.1,0,43.99,8,Passive,No
SUB0183,2023-09-11 00:00:00,2023-09,Pit Lane,9.99,USA,34,25-34,Social Media,Yes,2023-10-21 00:00:00,Technical Issues,1.3,0,12.99,6,Detractor,No
SUB0184,2023-06-06 00:00:00,2023-06,Paddock Club,39.99,Middle East,31,25-34,Referral,No,,Not Churned,18.9,18,755.81,8,Passive,No
SUB0185,2023-04-28 00:00:00,2023-04,Pit Lane,9.99,Asia,19,18-24,Paid Ad,No,,Not Churned,20.1,19,200.8,7,Passive,No
SUB0186,2023-09-20 00:00:00,2023-09,Pit Lane,9.99,UAE,41,35-44,Organic,No,,Not Churned,15.4,14,153.85,4,Detractor,Yes
SUB0187,2024-09-13 00:00:00,2024-09,Pit Lane,9.99,Europe,25,25-34,Organic,No,,Not Churned,3.6,2,35.96,8,Passive,No
SUB0188,2023-06-17 00:00:00,2023-06,Podium,19.99,Asia,31,25-34,Organic,No,,Not Churned,18.5,17,369.82,9,Promoter,No
SUB0189,2023-01-27 00:00:00,2023-01,Paddock Club,39.99,Asia,40,35-44,Social Media,No,,Not Churned,23.1,22,923.77,6,Detractor,No
SUB0190,2024-01-20 00:00:00,2024-01,Pit Lane,9.99,USA,27,25-34,Organic,No,,Not Churned,11.4,10,113.89,9,Promoter,No
SUB0191,2023-03-19 00:00:00,2023-03,Pit Lane,9.99,Asia,28,25-34,Paid Ad,No,,Not Churned,21.5,20,214.78,5,Detractor,No
SUB0192,2023-09-06 00:00:00,2023-09,Pit Lane,9.99,Europe,30,25-34,Paid Ad,Yes,2024-11-04 00:00:00,Found Alternative,14,13,139.86,6,Detractor,No
SUB0193,2024-12-01 00:00:00,2024-12,Pit Lane,9.99,USA,29,25-34,Paid Ad,No,,Not Churned,1,0,9.99,5,Detractor,Yes
SUB0194,2024-08-02 00:00:00,2024-08,Paddock Club,39.99,Middle East,22,18-24,Referral,No,,Not Churned,5,4,199.95,8,Passive,No
SUB0195,2024-03-14 00:00:00,2024-03,Paddock Club,39.99,Europe,40,35-44,Social Media,No,,Not Churned,9.6,8,383.9,10,Promoter,No
SUB0196,2024-10-25 00:00:00,2024-10,Podium,19.99,Europe,26,25-34,Paid Ad,No,,Not Churned,2.2,1,43.98,6,Detractor,No
SUB0197,2024-05-16 00:00:00,2024-05,Podium,19.99,Europe,28,25-34,Paid Ad,Yes,2024-09-15 00:00:00,No Time,4,3,79.96,5,Detractor,No
SUB0198,2023-06-06 00:00:00,2023-06,Podium,19.99,USA,26,25-34,Paid Ad,No,,Not Churned,18.9,18,377.81,8,Passive,No
SUB0199,2024-10-28 00:00:00,2024-10,Pit Lane,9.99,USA,24,18-24,Organic,Yes,2024-12-31 00:00:00,No Time,2.1,1,20.98,6,Detractor,No
SUB0200,2024-04-21 00:00:00,2024-04,Paddock Club,39.99,Europe,33,25-34,Paid Ad,No,,Not Churned,8.3,7,331.92,8,Passive,No
SUB0201,2023-10-02 00:00:00,2023-10,Podium,19.99,USA,18,18-24,Paid Ad,Yes,2024-03-05 00:00:00,Too Expensive,5.1,4,101.95,4,Detractor,No
SUB0202,2023-10-13 00:00:00,2023-10,Pit Lane,9.99,Asia,26,25-34,Referral,No,,Not Churned,14.6,13,145.85,6,Detractor,No
SUB0203,2024-04-20 00:00:00,2024-04,Paddock Club,39.99,USA,40,35-44,Referral,No,,Not Churned,8.4,7,335.92,8,Passive,No
SUB0204,2023-12-11 00:00:00,2023-12,Pit Lane,9.99,USA,35,35-44,Organic,Yes,2024-06-24 00:00:00,Lack of Content,6.4,5,63.94,5,Detractor,No
SUB0205,2024-05-14 00:00:00,2024-05,Podium,19.99,USA,34,25-34,Social Media,Yes,2024-08-18 00:00:00,Found Alternative,3.2,2,63.97,8,Passive,No
SUB0206,2023-10-14 00:00:00,2023-10,Podium,19.99,USA,42,35-44,Organic,No,,Not Churned,14.6,13,291.85,8,Passive,No
SUB0207,2023-10-10 00:00:00,2023-10,Pit Lane,9.99,Asia,28,25-34,Social Media,No,,Not Churned,14.7,13,146.85,4,Detractor,No
SUB0208,2023-07-15 00:00:00,2023-07,Podium,19.99,Europe,31,25-34,Social Media,Yes,2024-08-16 00:00:00,No Time,13.1,12,261.87,9,Promoter,No
SUB0209,2024-05-15 00:00:00,2024-05,Pit Lane,9.99,Europe,31,25-34,Organic,No,,Not Churned,7.6,6,75.92,6,Detractor,No
SUB0210,2024-05-02 00:00:00,2024-05,Pit Lane,9.99,USA,28,25-34,Organic,No,,Not Churned,8,7,79.92,6,Detractor,No
SUB0211,2023-01-18 00:00:00,2023-01,Podium,19.99,USA,40,35-44,Social Media,Yes,2023-10-01 00:00:00,No Time,8.4,7,167.92,4,Detractor,No
SUB0212,2023-09-07 00:00:00,2023-09,Paddock Club,39.99,UAE,27,25-34,Social Media,No,,Not Churned,15.8,15,631.84,8,Passive,No
SUB0213,2024-04-29 00:00:00,2024-04,Pit Lane,9.99,USA,18,18-24,Paid Ad,No,,Not Churned,8.1,7,80.92,8,Passive,No
SUB0214,2024-07-17 00:00:00,2024-07,Podium,19.99,UAE,26,25-34,Social Media,No,,Not Churned,5.5,4,109.94,7,Passive,No
SUB0215,2023-10-05 00:00:00,2023-10,Podium,19.99,UAE,29,25-34,Paid Ad,Yes,2024-03-01 00:00:00,Too Expensive,4.9,3,97.95,3,Detractor,No
SUB0216,2023-07-17 00:00:00,2023-07,Podium,19.99,USA,19,18-24,Referral,No,,Not Churned,17.5,16,349.82,3,Detractor,No
SUB0217,2023-07-09 00:00:00,2023-07,Pit Lane,9.99,Asia,39,35-44,Organic,Yes,2024-12-15 00:00:00,Found Alternative,17.2,16,171.83,8,Passive,No
SUB0218,2024-08-26 00:00:00,2024-08,Pit Lane,9.99,Latin America,36,35-44,Paid Ad,No,,Not Churned,4.2,3,41.96,6,Detractor,No
SUB0219,2023-10-17 00:00:00,2023-10,Pit Lane,9.99,USA,38,35-44,Referral,No,,Not Churned,14.5,13,144.85,6,Detractor,No
SUB0220,2023-10-31 00:00:00,2023-10,Pit Lane,9.99,Europe,20,18-24,Paid Ad,Yes,2024-02-29 00:00:00,Found Alternative,4,3,39.96,9,Promoter,No
SUB0221,2023-01-15 00:00:00,2023-01,Paddock Club,39.99,USA,33,25-34,Social Media,No,,Not Churned,23.5,22,939.77,7,Passive,No
SUB0222,2023-02-16 00:00:00,2023-02,Podium,19.99,Asia,36,35-44,Social Media,No,,Not Churned,22.5,21,449.78,9,Promoter,No
SUB0223,2023-05-10 00:00:00,2023-05,Pit Lane,9.99,UAE,40,35-44,Social Media,No,,Not Churned,19.7,19,196.8,7,Passive,No
SUB0224,2023-04-16 00:00:00,2023-04,Pit Lane,9.99,UAE,25,25-34,Paid Ad,No,,Not Churned,20.5,19,204.8,9,Promoter,No
SUB0225,2024-04-25 00:00:00,2024-04,Pit Lane,9.99,USA,18,18-24,Paid Ad,No,,Not Churned,8.2,7,81.92,7,Passive,No
SUB0226,2023-02-22 00:00:00,2023-02,Podium,19.99,Europe,27,25-34,Referral,No,,Not Churned,22.3,21,445.78,2,Detractor,No
SUB0227,2023-04-27 00:00:00,2023-04,Podium,19.99,Europe,33,25-34,Organic,No,,Not Churned,20.2,19,403.8,8,Passive,No
SUB0228,2023-03-17 00:00:00,2023-03,Pit Lane,9.99,USA,30,25-34,Paid Ad,No,,Not Churned,21.5,20,214.78,4,Detractor,No
SUB0229,2023-06-05 00:00:00,2023-06,Podium,19.99,USA,23,18-24,Organic,Yes,2024-05-11 00:00:00,Too Expensive,11.2,10,223.89,7,Passive,No
SUB0230,2023-09-12 00:00:00,2023-09,Pit Lane,9.99,UAE,22,18-24,Paid Ad,Yes,2024-11-06 00:00:00,No Time,13.8,13,137.86,5,Detractor,No
SUB0231,2024-09-12 00:00:00,2024-09,Podium,19.99,USA,27,25-34,Social Media,No,,Not Churned,3.6,2,71.96,6,Detractor,No
SUB0232,2024-06-19 00:00:00,2024-06,Pit Lane,9.99,USA,31,25-34,Organic,No,,Not Churned,6.4,5,63.94,5,Detractor,No
SUB0233,2023-11-01 00:00:00,2023-11,Podium,19.99,Asia,26,25-34,Organic,No,,Not Churned,14,13,279.86,9,Promoter,No
SUB0234,2023-11-09 00:00:00,2023-11,Podium,19.99,UAE,41,35-44,Social Media,No,,Not Churned,13.7,12,273.86,7,Passive,Yes
SUB0235,2023-04-12 00:00:00,2023-04,Pit Lane,9.99,USA,28,25-34,Organic,No,,Not Churned,20.7,19,206.79,6,Detractor,No
SUB0236,2023-08-05 00:00:00,2023-08,Pit Lane,9.99,Europe,28,25-34,Paid Ad,Yes,2023-10-15 00:00:00,Lack of Content,2.3,1,22.98,7,Passive,No
SUB0237,2023-09-03 00:00:00,2023-09,Paddock Club,39.99,Europe,35,35-44,Paid Ad,Yes,2023-11-10 00:00:00,Lack of Content,2.2,1,87.98,10,Promoter,No
SUB0238,2023-01-03 00:00:00,2023-01,Pit Lane,9.99,USA,31,25-34,Organic,No,,Not Churned,23.9,23,238.76,6,Detractor,No
SUB0239,2024-04-26 00:00:00,2024-04,Pit Lane,9.99,USA,39,35-44,Paid Ad,Yes,2024-07-24 00:00:00,Found Alternative,2.9,1,28.97,6,Detractor,No
SUB0240,2023-10-17 00:00:00,2023-10,Podium,19.99,Asia,21,18-24,Referral,No,,Not Churned,14.5,13,289.85,4,Detractor,No
SUB0241,2023-08-28 00:00:00,2023-08,Paddock Club,39.99,UAE,18,18-24,Social Media,No,,Not Churned,16.1,15,643.84,10,Promoter,No
SUB0242,2024-10-02 00:00:00,2024-10,Podium,19.99,USA,29,25-34,Social Media,No,,Not Churned,3,2,59.97,8,Passive,No
SUB0243,2023-07-22 00:00:00,2023-07,Pit Lane,9.99,USA,35,35-44,Social Media,No,,Not Churned,17.3,16,172.83,4,Detractor,No
SUB0244,2024-10-25 00:00:00,2024-10,Podium,19.99,Asia,34,25-34,Paid Ad,Yes,2024-12-11 00:00:00,Lack of Content,1.5,0,29.98,7,Passive,No
SUB0245,2023-03-15 00:00:00,2023-03,Pit Lane,9.99,Europe,33,25-34,Social Media,Yes,2024-02-22 00:00:00,Technical Issues,11.3,10,112.89,5,Detractor,No
SUB0246,2024-08-05 00:00:00,2024-08,Pit Lane,9.99,Europe,37,35-44,Social Media,No,,Not Churned,4.9,3,48.95,1,Detractor,No
SUB0247,2024-04-24 00:00:00,2024-04,Pit Lane,9.99,USA,33,25-34,Paid Ad,No,,Not Churned,8.2,7,81.92,6,Detractor,No
SUB0248,2023-10-06 00:00:00,2023-10,Pit Lane,9.99,USA,27,25-34,Referral,No,,Not Churned,14.8,14,147.85,7,Passive,No
SUB0249,2023-03-24 00:00:00,2023-03,Paddock Club,39.99,USA,18,18-24,Paid Ad,No,,Not Churned,21.3,20,851.79,8,Passive,No
SUB0250,2023-11-27 00:00:00,2023-11,Podium,19.99,Europe,43,35-44,Paid Ad,No,,Not Churned,13.1,12,261.87,8,Passive,Yes
SUB0251,2023-08-23 00:00:00,2023-08,Pit Lane,9.99,Europe,37,35-44,Paid Ad,No,,Not Churned,16.3,15,162.84,8,Passive,No
SUB0252,2024-08-12 00:00:00,2024-08,Pit Lane,9.99,Asia,39,35-44,Social Media,No,,Not Churned,4.6,3,45.95,6,Detractor,Yes
SUB0253,2024-11-19 00:00:00,2024-11,Pit Lane,9.99,UAE,31,25-34,Paid Ad,No,,Not Churned,1.4,0,13.99,5,Detractor,No
SUB0254,2023-06-29 00:00:00,2023-06,Paddock Club,39.99,UAE,36,35-44,Paid Ad,No,,Not Churned,18.1,17,723.82,7,Passive,No
SUB0255,2023-10-12 00:00:00,2023-10,Pit Lane,9.99,USA,32,25-34,Paid Ad,Yes,2024-09-05 00:00:00,No Time,10.8,9,107.89,7,Passive,No
SUB0256,2024-10-12 00:00:00,2024-10,Paddock Club,39.99,USA,47,45-54,Organic,No,,Not Churned,2.6,1,103.97,7,Passive,No
SUB0257,2024-04-26 00:00:00,2024-04,Pit Lane,9.99,UAE,23,18-24,Referral,No,,Not Churned,8.2,7,81.92,7,Passive,No
SUB0258,2024-11-17 00:00:00,2024-11,Podium,19.99,Latin America,26,25-34,Paid Ad,Yes,2024-12-19 00:00:00,Found Alternative,1.1,0,21.99,10,Promoter,No
SUB0259,2024-02-26 00:00:00,2024-02,Paddock Club,39.99,Europe,30,25-34,Organic,No,,Not Churned,10.2,9,407.9,10,Promoter,No
SUB0260,2024-02-15 00:00:00,2024-02,Podium,19.99,Asia,39,35-44,Organic,No,,Not Churned,10.5,9,209.9,9,Promoter,No
SUB0261,2024-04-10 00:00:00,2024-04,Pit Lane,9.99,USA,24,18-24,Referral,Yes,2024-07-13 00:00:00,Found Alternative,3.1,2,30.97,7,Passive,No
SUB0262,2023-04-29 00:00:00,2023-04,Podium,19.99,Latin America,30,25-34,Paid Ad,No,,Not Churned,20.1,19,401.8,7,Passive,No
SUB0263,2024-06-10 00:00:00,2024-06,Paddock Club,39.99,Asia,35,35-44,Organic,No,,Not Churned,6.7,5,267.93,8,Passive,No
SUB0264,2024-07-09 00:00:00,2024-07,Pit Lane,9.99,Europe,35,35-44,Organic,No,,Not Churned,5.7,4,56.94,7,Passive,Yes
SUB0265,2024-06-14 00:00:00,2024-06,Podium,19.99,Europe,31,25-34,Social Media,No,,Not Churned,6.6,5,131.93,5,Detractor,No
SUB0266,2024-10-02 00:00:00,2024-10,Pit Lane,9.99,Europe,43,35-44,Referral,No,,Not Churned,3,2,29.97,4,Detractor,Yes
SUB0267,2023-10-01 00:00:00,2023-10,Pit Lane,9.99,USA,20,18-24,Paid Ad,No,,Not Churned,15,14,149.85,5,Detractor,No
SUB0268,2024-03-24 00:00:00,2024-03,Pit Lane,9.99,USA,25,25-34,Organic,No,,Not Churned,9.3,8,92.91,10,Promoter,No
SUB0269,2023-01-30 00:00:00,2023-01,Pit Lane,9.99,Asia,27,25-34,Organic,No,,Not Churned,23,22,229.77,6,Detractor,No
SUB0270,2023-09-03 00:00:00,2023-09,Pit Lane,9.99,Europe,39,35-44,Referral,No,,Not Churned,15.9,15,158.84,10,Promoter,No
SUB0271,2023-01-15 00:00:00,2023-01,Podium,19.99,Asia,28,25-34,Social Media,No,,Not Churned,23.5,22,469.76,7,Passive,Yes
SUB0272,2023-04-27 00:00:00,2023-04,Paddock Club,39.99,UAE,24,18-24,Social Media,No,,Not Churned,20.2,19,807.8,7,Passive,No
SUB0273,2023-06-07 00:00:00,2023-06,Pit Lane,9.99,Europe,38,35-44,Paid Ad,No,,Not Churned,18.8,18,187.81,5,Detractor,No
SUB0274,2024-06-05 00:00:00,2024-06,Podium,19.99,Europe,23,18-24,Organic,No,,Not Churned,6.9,5,137.93,8,Passive,No
SUB0275,2024-05-09 00:00:00,2024-05,Pit Lane,9.99,Europe,23,18-24,Paid Ad,No,,Not Churned,7.8,6,77.92,7,Passive,No
SUB0276,2024-07-18 00:00:00,2024-07,Podium,19.99,USA,18,18-24,Paid Ad,Yes,2024-10-04 00:00:00,Technical Issues,2.6,1,51.97,7,Passive,No
SUB0277,2024-06-04 00:00:00,2024-06,Paddock Club,39.99,USA,26,25-34,Social Media,No,,Not Churned,6.9,6,275.93,8,Passive,No
SUB0278,2023-03-13 00:00:00,2023-03,Podium,19.99,Latin America,31,25-34,Organic,No,,Not Churned,21.6,20,431.78,7,Passive,No
SUB0279,2024-02-29 00:00:00,2024-02,Pit Lane,9.99,Europe,40,35-44,Organic,Yes,2024-12-14 00:00:00,Found Alternative,9.5,8,94.9,5,Detractor,No
SUB0280,2023-01-03 00:00:00,2023-01,Paddock Club,39.99,Europe,25,25-34,Paid Ad,No,,Not Churned,23.9,23,955.76,9,Promoter,No
SUB0281,2024-08-24 00:00:00,2024-08,Podium,19.99,Europe,32,25-34,Organic,No,,Not Churned,4.2,3,83.96,5,Detractor,No
SUB0282,2023-06-02 00:00:00,2023-06,Pit Lane,9.99,USA,36,35-44,Paid Ad,No,,Not Churned,19,18,189.81,7,Passive,No
SUB0283,2023-12-07 00:00:00,2023-12,Pit Lane,9.99,UAE,40,35-44,Paid Ad,No,,Not Churned,12.8,12,127.87,9,Promoter,No
SUB0284,2024-04-11 00:00:00,2024-04,Podium,19.99,Europe,30,25-34,Referral,No,,Not Churned,8.7,7,173.91,10,Promoter,No
SUB0285,2023-09-02 00:00:00,2023-09,Paddock Club,39.99,Europe,19,18-24,Organic,No,,Not Churned,16,15,639.84,4,Detractor,No
SUB0286,2024-02-25 00:00:00,2024-02,Podium,19.99,USA,35,35-44,Social Media,Yes,2024-11-23 00:00:00,No Time,8.9,8,177.91,10,Promoter,No
SUB0287,2024-01-31 00:00:00,2024-01,Pit Lane,9.99,UAE,22,18-24,Paid Ad,No,,Not Churned,11,10,109.89,5,Detractor,No
SUB0288,2024-10-29 00:00:00,2024-10,Pit Lane,9.99,UAE,32,25-34,Organic,No,,Not Churned,2.1,1,20.98,3,Detractor,No
SUB0289,2023-02-07 00:00:00,2023-02,Paddock Club,39.99,USA,21,18-24,Organic,Yes,2024-11-02 00:00:00,Found Alternative,20.8,20,831.79,5,Detractor,No
SUB0290,2023-04-13 00:00:00,2023-04,Podium,19.99,Latin America,44,35-44,Organic,No,,Not Churned,20.6,19,411.79,7,Passive,No
SUB0291,2024-06-22 00:00:00,2024-06,Pit Lane,9.99,UAE,23,18-24,Organic,No,,Not Churned,6.3,5,62.94,7,Passive,Yes
SUB0292,2023-05-28 00:00:00,2023-05,Podium,19.99,UAE,25,25-34,Referral,No,,Not Churned,19.2,18,383.81,9,Promoter,No
SUB0293,2023-06-08 00:00:00,2023-06,Podium,19.99,Asia,26,25-34,Social Media,Yes,2024-04-04 00:00:00,Found Alternative,9.9,9,197.9,4,Detractor,No
SUB0294,2024-09-30 00:00:00,2024-09,Pit Lane,9.99,Latin America,40,35-44,Social Media,No,,Not Churned,3,2,29.97,6,Detractor,No
SUB0295,2023-12-03 00:00:00,2023-12,Podium,19.99,USA,26,25-34,Paid Ad,No,,Not Churned,12.9,12,257.87,7,Passive,No
SUB0296,2024-01-25 00:00:00,2024-01,Podium,19.99,Asia,24,18-24,Organic,No,,Not Churned,11.2,10,223.89,4,Detractor,No
SUB0297,2024-05-14 00:00:00,2024-05,Pit Lane,9.99,Middle East,24,18-24,Organic,No,,Not Churned,7.6,6,75.92,3,Detractor,Yes
SUB0298,2023-03-12 00:00:00,2023-03,Pit Lane,9.99,USA,30,25-34,Organic,Yes,2024-01-30 00:00:00,Lack of Content,10.6,9,105.89,8,Passive,No
SUB0299,2023-04-03 00:00:00,2023-04,Paddock Club,39.99,Asia,27,25-34,Paid Ad,No,,Not Churned,21,20,839.79,10,Promoter,No
SUB0300,2024-10-10 00:00:00,2024-10,Paddock Club,39.99,Asia,25,25-34,Social Media,No,,Not Churned,2.7,1,107.97,9,Promoter,No
SUB0301,2023-06-20 00:00:00,2023-06,Pit Lane,9.99,Europe,22,18-24,Paid Ad,No,,Not Churned,18.4,17,183.82,8,Passive,No
SUB0302,2023-02-17 00:00:00,2023-02,Paddock Club,39.99,USA,30,25-34,Social Media,No,,Not Churned,22.4,21,895.78,9,Promoter,No
SUB0303,2024-01-03 00:00:00,2024-01,Podium,19.99,Asia,18,18-24,Paid Ad,No,,Not Churned,11.9,11,237.88,7,Passive,No
SUB0304,2024-06-27 00:00:00,2024-06,Pit Lane,9.99,Europe,31,25-34,Paid Ad,Yes,2024-09-11 00:00:00,Lack of Content,2.5,1,24.98,7,Passive,No
SUB0305,2023-06-29 00:00:00,2023-06,Paddock Club,39.99,Europe,18,18-24,Referral,Yes,2024-08-23 00:00:00,Technical Issues,13.8,13,551.86,8,Passive,No
SUB0306,2024-11-30 00:00:00,2024-11,Pit Lane,9.99,USA,43,35-44,Paid Ad,Yes,2024-12-30 00:00:00,Lack of Content,1,0,9.99,8,Passive,No
SUB0307,2024-04-17 00:00:00,2024-04,Pit Lane,9.99,UAE,25,25-34,Social Media,No,,Not Churned,8.5,7,84.92,6,Detractor,No
SUB0308,2024-11-13 00:00:00,2024-11,Paddock Club,39.99,UAE,26,25-34,Organic,Yes,2024-12-27 00:00:00,Found Alternative,1.4,0,55.99,7,Passive,No
SUB0309,2024-11-24 00:00:00,2024-11,Podium,19.99,UAE,18,18-24,Organic,No,,Not Churned,1.2,0,23.99,8,Passive,Yes
SUB0310,2023-12-20 00:00:00,2023-12,Podium,19.99,USA,20,18-24,Referral,No,,Not Churned,12.4,11,247.88,6,Detractor,No
SUB0311,2024-03-10 00:00:00,2024-03,Pit Lane,9.99,Europe,38,35-44,Social Media,No,,Not Churned,9.7,8,96.9,7,Passive,No
SUB0312,2023-11-06 00:00:00,2023-11,Pit Lane,9.99,Europe,26,25-34,Referral,Yes,2024-06-19 00:00:00,No Time,7.4,6,73.93,7,Passive,No
SUB0313,2023-04-20 00:00:00,2023-04,Podium,19.99,Europe,23,18-24,Paid Ad,Yes,2024-12-25 00:00:00,Found Alternative,20.2,19,403.8,7,Passive,No
SUB0314,2024-08-11 00:00:00,2024-08,Podium,19.99,USA,30,25-34,Social Media,Yes,2024-12-08 00:00:00,Found Alternative,3.9,2,77.96,5,Detractor,No
SUB0315,2023-01-23 00:00:00,2023-01,Pit Lane,9.99,Europe,18,18-24,Organic,No,,Not Churned,23.3,22,232.77,5,Detractor,No
SUB0316,2023-10-09 00:00:00,2023-10,Pit Lane,9.99,USA,25,25-34,Social Media,Yes,2024-10-24 00:00:00,Too Expensive,12.5,11,124.88,8,Passive,No
SUB0317,2024-09-12 00:00:00,2024-09,Podium,19.99,Europe,30,25-34,Paid Ad,No,,Not Churned,3.6,2,71.96,8,Passive,No
SUB0318,2023-10-21 00:00:00,2023-10,Podium,19.99,USA,41,35-44,Social Media,No,,Not Churned,14.4,13,287.86,10,Promoter,No
SUB0319,2023-12-27 00:00:00,2023-12,Pit Lane,9.99,USA,31,25-34,Paid Ad,Yes,2024-05-02 00:00:00,Technical Issues,4.2,3,41.96,9,Promoter,No
SUB0320,2023-09-14 00:00:00,2023-09,Podium,19.99,UAE,28,25-34,Paid Ad,No,,Not Churned,15.6,14,311.84,7,Passive,No
SUB0321,2024-11-06 00:00:00,2024-11,Pit Lane,9.99,UAE,24,18-24,Social Media,No,,Not Churned,1.8,0,17.98,8,Passive,Yes
SUB0322,2023-04-10 00:00:00,2023-04,Pit Lane,9.99,Europe,22,18-24,Social Media,No,,Not Churned,20.7,20,206.79,7,Passive,No
SUB0323,2023-11-13 00:00:00,2023-11,Pit Lane,9.99,UAE,24,18-24,Organic,No,,Not Churned,13.6,12,135.86,8,Passive,Yes
SUB0324,2024-01-09 00:00:00,2024-01,Pit Lane,9.99,UAE,38,35-44,Social Media,No,,Not Churned,11.7,10,116.88,5,Detractor,Yes
SUB0325,2023-10-30 00:00:00,2023-10,Podium,19.99,Europe,33,25-34,Paid Ad,Yes,2024-06-28 00:00:00,Lack of Content,8,7,159.92,5,Detractor,No
SUB0326,2023-07-25 00:00:00,2023-07,Podium,19.99,USA,25,25-34,Organic,Yes,2024-05-26 00:00:00,Found Alternative,10.1,9,201.9,8,Passive,No
SUB0327,2024-06-27 00:00:00,2024-06,Paddock Club,39.99,USA,36,35-44,Organic,No,,Not Churned,6.1,5,243.94,9,Promoter,No
SUB0328,2023-06-18 00:00:00,2023-06,Podium,19.99,Europe,22,18-24,Referral,No,,Not Churned,18.5,17,369.82,3,Detractor,No
SUB0329,2024-05-08 00:00:00,2024-05,Pit Lane,9.99,USA,27,25-34,Social Media,No,,Not Churned,7.8,6,77.92,5,Detractor,No
SUB0330,2023-12-13 00:00:00,2023-12,Pit Lane,9.99,Asia,37,35-44,Organic,No,,Not Churned,12.6,11,125.87,5,Detractor,No
SUB0331,2023-03-19 00:00:00,2023-03,Paddock Club,39.99,Asia,37,35-44,Social Media,Yes,2023-12-05 00:00:00,No Time,8.6,7,343.91,6,Detractor,No
SUB0332,2024-07-24 00:00:00,2024-07,Pit Lane,9.99,Asia,36,35-44,Organic,No,,Not Churned,5.3,4,52.95,8,Passive,No
SUB0333,2023-01-15 00:00:00,2023-01,Pit Lane,9.99,USA,30,25-34,Social Media,Yes,2023-06-20 00:00:00,No Time,5.1,4,50.95,6,Detractor,No
SUB0334,2024-01-13 00:00:00,2024-01,Podium,19.99,Asia,40,35-44,Paid Ad,No,,Not Churned,11.6,10,231.88,7,Passive,No
SUB0335,2024-08-21 00:00:00,2024-08,Podium,19.99,USA,18,18-24,Organic,No,,Not Churned,4.3,3,85.96,7,Passive,No
SUB0336,2024-01-16 00:00:00,2024-01,Podium,19.99,USA,41,35-44,Social Media,Yes,2024-06-13 00:00:00,No Time,4.9,3,97.95,8,Passive,No
SUB0337,2023-01-26 00:00:00,2023-01,Pit Lane,9.99,USA,37,35-44,Paid Ad,No,,Not Churned,23.2,22,231.77,4,Detractor,No
SUB0338,2023-12-02 00:00:00,2023-12,Paddock Club,39.99,UAE,26,25-34,Referral,No,,Not Churned,13,12,519.87,9,Promoter,No
SUB0339,2023-03-06 00:00:00,2023-03,Podium,19.99,Asia,26,25-34,Organic,No,,Not Churned,21.9,21,437.78,5,Detractor,No
